0,abstract,app_name,authors,conclusions,copyrights,doi,journal,keywords,methods,publication_date,pubmed_id,results,title,validation_level
,"To examine the effect of the Virtual Sprouts intervention, an interactive multiplatform mobile gardening game, on dietary intake and psychosocial determinants of dietary behavior in minority youth.
In this quasi-experimental pilot intervention, 180 third-, fourth-, and fifth-grade students in Los Angeles Unified School District participated in a 3-week program that included three Virtual Sprouts gaming sessions, three in-school lessons, and three in-home activities, using a nutrition- and gardening-focused curriculum. Pre- and postintervention questionnaires were used to assess psychosocial determinants of dietary behavior, including knowledge about and self-efficacy to eat fruits and vegetables (FV). Data were collected on FV, whole grains, fiber, total sugar, added sugar, and energy from sugary beverages through the Block Kids Food Screener (""last week"" version) for Ages 2-17. Repeated measures analysis of covariance models was used for continuous outcomes, controlling for age, sex, ethnicity, school, and free school lunch.
After the intervention, the intervention group (n = 116) compared with the control group (n = 64) had a significantly improved self-efficacy to eat FV score (+1.6% vs. -10.3%, P = 0.01), and an improved self-efficacy to cook FV score (+2.9% vs. -5.0%, P = 0.05). There were no significant differences in dietary intake or self-efficacy to garden scores between intervention and control groups.
The results from this 3-week pilot study suggest that an interactive mobile game with a nutrition- and gardening-focused curriculum can improve psychosocial determinants of dietary behavior in minority youth.",['Educational Games for Kids'],"[{'lastname': 'Bell', 'firstname': 'Brooke M', 'initials': 'BM', 'affiliation': '1 Department of Preventive Medicine, Keck School of Medicine, University of Southern California , Los Angeles, California.'}, {'lastname': 'Martinez', 'firstname': 'Lauren', 'initials': 'L', 'affiliation': '1 Department of Preventive Medicine, Keck School of Medicine, University of Southern California , Los Angeles, California.'}, {'lastname': 'Gotsis', 'firstname': 'Marientina', 'initials': 'M', 'affiliation': '2 Interactive Media & Games Division, School of Cinematic Arts, University of Southern California , Los Angeles, California.'}, {'lastname': 'Lane', 'firstname': 'H Chad', 'initials': 'HC', 'affiliation': '3 Department of Educational Psychology, University of Illinois at Urbana-Champaign , Champaign, Illinois.'}, {'lastname': 'Davis', 'firstname': 'Jaimie N', 'initials': 'JN', 'affiliation': '4 Department of Nutritional Sciences, University of Texas at Austin , Austin, Texas.'}, {'lastname': 'Antunez-Castillo', 'firstname': 'Luz', 'initials': 'L', 'affiliation': '5 Center for Economic and Social Research, University of Southern California , Los Angeles, California.'}, {'lastname': 'Ragusa', 'firstname': 'Gisele', 'initials': 'G', 'affiliation': '6 Division of Engineering Education, Viterbi School of Engineering, University of Southern California , Los Angeles, California.'}, {'lastname': 'Spruijt-Metz', 'firstname': 'Donna', 'initials': 'D', 'affiliation': '5 Center for Economic and Social Research, University of Southern California , Los Angeles, California.'}]",The results from this 3-week pilot study suggest that an interactive mobile game with a nutrition- and gardening-focused curriculum can improve psychosocial determinants of dietary behavior in minority youth.,,10.1089/g4h.2017.0102,Games for health journal,"['Augmented reality', 'Human computer interaction', 'Mobile gardening game', 'Nutrition', 'Pedagogical agent', 'Self-efficacy']",,2018-02-03,29394102,"After the intervention, the intervention group (n = 116) compared with the control group (n = 64) had a significantly improved self-efficacy to eat FV score (+1.6% vs. -10.3%, P = 0.01), and an improved self-efficacy to cook FV score (+2.9% vs. -5.0%, P = 0.05). There were no significant differences in dietary intake or self-efficacy to garden scores between intervention and control groups.",Virtual Sprouts: A Virtual Gardening Pilot Intervention Increases Self-Efficacy to Cook and Eat Fruits and Vegetables in Minority Youth.,16
,"The prevention of obesity and improvement of academic achievement in children are concerns of industrialized societies. Obesity has been associated with psychological disorders, including attention deficit hyperactivity disorder, whose prevalence has been estimated at 6.8 % in Spanish children and adolescents. It is known that physical activity is positively related to academic achievement and negatively related to the risk of obesity in children. However, studies to test the effectiveness of physical activity interventions in improving academic achievement in preschool children are scarce and have some weaknesses that threaten their validity. Moreover, very few studies have examined their effectiveness in improving symptoms of attention deficit hyperactivity disorder. This paper outlines a two-year multidimensional preschool intervention (Movi-Kids) aimed at preventing obesity and improving academic achievement in children with or without attention deficit hyperactivity disorder.
Twenty-one schools from Ciudad Real and Cuenca, Spain, were randomized to intervention and control groups. In the first academic year, children in the third grade of preschool and the first grade of primary school in the intervention group received the Movi-Kids intervention. In the second academic year, schools were crossed over to the other group. The intervention included children, parents and teachers, and the school environment, and consisted of: (i) three hour-long sessions of recreational non-competitive physical activity after school, weekly, (ii) educational materials for parents and teachers addressing sedentary lifestyle risks and (iii) playground modifications to promote physical activity during breaks. Primary outcome measures of this study were academic achievement (intelligence, cognition, memory, attention and perception), assessed by the Battery of General and Differential Aptitudes, and adiposity measures (body mass index, waist circumference, triceps skinfold thickness and body fat percentage). Secondary outcome measures were: attention deficit hyperactivity disorder risk, motor skills, health-related quality of life and sleep quality. These variables will all be measured in both groups at baseline and at the end of the first and second academic years.
It seems reasonable that an intervention to promote physical activity based on playground games will be useful for simultaneously improving academic achievement and controlling obesity.
ClinicalTrials.gov NCT01971827 .",['Educational Games for Kids'],"[{'lastname': 'Sánchez-López', 'firstname': 'Mairena', 'initials': 'M', 'affiliation': 'Health and Social Research Centre, Universidad de Castilla-La Mancha, Edificio Melchor Cano, C/ Teresa Jornet s/n, 16071, Cuenca, Spain. Mairena.Sanchez@uclm.es.\nFaculty of Education, Universidad de Castilla-La Mancha, Ciudad Real, Spain. Mairena.Sanchez@uclm.es.'}, {'lastname': 'Pardo-Guijarro', 'firstname': 'María Jesús', 'initials': 'MJ', 'affiliation': 'Health and Social Research Centre, Universidad de Castilla-La Mancha, Edificio Melchor Cano, C/ Teresa Jornet s/n, 16071, Cuenca, Spain. MariaJesus.Pardo@uclm.es.\nFaculty of Education, Universidad de Castilla-La Mancha, Cuenca, Spain. MariaJesus.Pardo@uclm.es.'}, {'lastname': 'Del Campo', 'firstname': 'David Gutiérrez-Díaz', 'initials': 'DG', 'affiliation': 'Faculty of Education, Universidad de Castilla-La Mancha, Ciudad Real, Spain. David.Gutierrez@uclm.es.'}, {'lastname': 'Silva', 'firstname': 'Pedro', 'initials': 'P', 'affiliation': 'Faculty of Sport, Research Centre in Physical Activity, Health and Leisure, University of Porto, Porto, Portugal. perrinha@gmail.com.'}, {'lastname': 'Martínez-Andrés', 'firstname': 'Maria', 'initials': 'M', 'affiliation': 'Health and Social Research Centre, Universidad de Castilla-La Mancha, Edificio Melchor Cano, C/ Teresa Jornet s/n, 16071, Cuenca, Spain. Maria.MartinezAndres@uclm.es.'}, {'lastname': 'Gulías-González', 'firstname': 'Roberto', 'initials': 'R', 'affiliation': 'Faculty of Education, Universidad de Castilla-La Mancha, Ciudad Real, Spain. Roberto.Gulias@uclm.es.'}, {'lastname': 'Díez-Fernández', 'firstname': 'Ana', 'initials': 'A', 'affiliation': 'Health and Social Research Centre, Universidad de Castilla-La Mancha, Edificio Melchor Cano, C/ Teresa Jornet s/n, 16071, Cuenca, Spain. Ana.Diez@uclm.es.\nFaculty of Occupational Therapy, Speech Therapy and Nursing, University of Castilla-La Mancha, Talavera de la Reina, Spain. Ana.Diez@uclm.es.'}, {'lastname': 'Franquelo-Morales', 'firstname': 'Pablo', 'initials': 'P', 'affiliation': 'Emergency Department, Hospital Virgen de la Luz, Cuenca, Spain. pfranquelo@yahoo.es.'}, {'lastname': 'Martínez-Vizcaíno', 'firstname': 'Vicente', 'initials': 'V', 'affiliation': 'Health and Social Research Centre, Universidad de Castilla-La Mancha, Edificio Melchor Cano, C/ Teresa Jornet s/n, 16071, Cuenca, Spain. Vicente.Martinez@uclm.es.\nFacultad de Ciencias de la Salud, Universidad Autónoma de Chile, Talca, Chile. Vicente.Martinez@uclm.es.'}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]",,,10.1186/s13063-015-0992-7,Trials,[],,2015-10-16,26458986,,Physical activity intervention (Movi-Kids) on improving academic achievement and adiposity in preschoolers with or without attention deficit hyperactivity disorder: study protocol for a randomized controlled trial.,16
,"Pro-smoking applications (app) provide information about brands of tobacco products, where to buy them, and encourage their use. It is unclear in which countries these apps are being downloaded, or whether app stores play a role in promoting or regulating these apps, particularly those that appear to target children.
The lifetime popularity of 107 pro-smoking apps was investigated, using a third-party app metrics service that aggregates data from app stores about app download popularity by country. Apps were deemed popular if at any time in their lifespan they achieved a top 25 ranking overall across all apps, or a top 25 ranking in any particular category of apps, such as 'educational games'.
Fifty-eight pro-smoking apps reached 'popularity' status in Apple and Android stores in one or more of 49 countries, particularly Italy, Egypt, Germany, Belgium and the USA. The daily downloads in each country ranged from approximately 2000 to 80 000. The Apple store featured five of the pro-smoking apps in various categories, and two apps were featured by the Android market. Two pro-smoking apps in the Apple store were extremely popular in the 'Educational Games' and 'Kids' Games' categories.
Pro-smoking apps were popular in many countries. Most apps were assigned to entertainment and games categories, with some apps specifically targeting children through placement in categories directed at children. App stores that feature pro-smoking apps may be in violation of tobacco control laws.",['Educational Games for Kids'],"[{'lastname': 'BinDhim', 'firstname': 'Nasser F', 'initials': 'NF', 'affiliation': 'School of Public Health, University of Sydney, Sydney, New South Wales, Australia.'}, {'lastname': 'Freeman', 'firstname': 'Becky', 'initials': 'B', 'affiliation': 'School of Public Health, University of Sydney, Sydney, New South Wales, Australia.'}, {'lastname': 'Trevena', 'firstname': 'Lyndal', 'initials': 'L', 'affiliation': 'School of Public Health, University of Sydney, Sydney, New South Wales, Australia.'}]",,Published by the BMJ Publishing Group Limited. For permission to use (where not already granted under a licence) please go to http://group.bmj.com/group/rights-licensing/permissions.,10.1136/tobaccocontrol-2013-051189,Tobacco control,"['Advertising and Promotion', 'Global Health', 'Prevention', 'Tobacco Industry']","The lifetime popularity of 107 pro-smoking apps was investigated, using a third-party app metrics service that aggregates data from app stores about app download popularity by country. Apps were deemed popular if at any time in their lifespan they achieved a top 25 ranking overall across all apps, or a top 25 ranking in any particular category of apps, such as 'educational games'.",2013-09-21,24046212,"Fifty-eight pro-smoking apps reached 'popularity' status in Apple and Android stores in one or more of 49 countries, particularly Italy, Egypt, Germany, Belgium and the USA. The daily downloads in each country ranged from approximately 2000 to 80 000. The Apple store featured five of the pro-smoking apps in various categories, and two apps were featured by the Android market. Two pro-smoking apps in the Apple store were extremely popular in the 'Educational Games' and 'Kids' Games' categories.","Pro-smoking apps: where, how and who are most at risk.",16
,"Children in households of lower socioeconomic status (SES) are more likely to be overweight/obese. We aimed to determine if home physical activity (PA) environments differed by SES and to explore home environment mediators of the relation of family SES to children's PA and sedentary behavior.
Participants were 715 children aged 6 to 11 from the Neighborhood Impact on Kids (NIK) Study. Household SES was examined using highest educational attainment and income. Home environment was measured by parent report on a survey. Outcomes were child's accelerometer-measured PA and parent-reported screen time. Mediation analyses were conducted for home environment factors that varied by SES.
Children from lower income households had greater media access in their bedrooms (TV 52% vs. 14%, DVD player 39% vs. 14%, video games 21% vs. 9%) but lower access to portable play equipment (bikes 85% vs. 98%, jump ropes 69% vs. 83%) compared to higher income children. Lower SES families had more restrictive rules about PA (2.5 vs. 2.0). Across SES, children watched TV/DVDs with parents/siblings more often than they engaged in PA with them. Parents of lower SES watched TV/DVDs with their children more often (3.1 vs. 2.5 days/week). Neither total daily and home-based MVPA nor sedentary time differed by SES. Children's daily screen time varied from 1.7 hours/day in high SES to 2.4 in low SES families. Media in the bedroom was related to screen time, and screen time with parents was a mediator of the SES--screen time relationship.
Lower SES home environments provided more opportunities for sedentary behavior and fewer for PA. Removing electronic media from children's bedrooms has the potential to reduce disparities in chronic disease risk.",['Educational Games for Kids'],"[{'lastname': 'Tandon', 'firstname': 'Pooja S', 'initials': 'PS', 'affiliation': ""Seattle Children's Research Institute, M/S CW8-6, P,O, Box 5371, Seattle, WA 98145-5005, USA. pooja@uw.edu""}, {'lastname': 'Zhou', 'firstname': 'Chuan', 'initials': 'C', 'affiliation': None}, {'lastname': 'Sallis', 'firstname': 'James F', 'initials': 'JF', 'affiliation': None}, {'lastname': 'Cain', 'firstname': 'Kelli L', 'initials': 'KL', 'affiliation': None}, {'lastname': 'Frank', 'firstname': 'Lawrence D', 'initials': 'LD', 'affiliation': None}, {'lastname': 'Saelens', 'firstname': 'Brian E', 'initials': 'BE', 'affiliation': None}]",,,10.1186/1479-5868-9-88,The international journal of behavioral nutrition and physical activity,[],,2012-07-28,22835155,"Children from lower income households had greater media access in their bedrooms (TV 52% vs. 14%, DVD player 39% vs. 14%, video games 21% vs. 9%) but lower access to portable play equipment (bikes 85% vs. 98%, jump ropes 69% vs. 83%) compared to higher income children. Lower SES families had more restrictive rules about PA (2.5 vs. 2.0). Across SES, children watched TV/DVDs with parents/siblings more often than they engaged in PA with them. Parents of lower SES watched TV/DVDs with their children more often (3.1 vs. 2.5 days/week). Neither total daily and home-based MVPA nor sedentary time differed by SES. Children's daily screen time varied from 1.7 hours/day in high SES to 2.4 in low SES families. Media in the bedroom was related to screen time, and screen time with parents was a mediator of the SES--screen time relationship.","Home environment relationships with children's physical activity, sedentary time, and screen time by socioeconomic status.",16
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,"Results of laboratory investigations of ovine and caprine cases of abortion in the lambing season 2015-2016 were analyzed, using pathology records of submissions to Royal GD (Deventer, the Netherlands) from January until and including April 2016, in comparison with the results of two accessible alternative techniques for sampling aborted lambs and kids, swabbing the fetal oropharynx and puncture of the fetal lung. ",['Tailor Kids'],"[{'lastname': 'Brom', 'firstname': 'René van den', 'initials': 'RVD', 'affiliation': 'Department of Small Ruminant Health, Royal GD, P.O. Box 9, 7400 AA Deventer, The Netherlands.'}, {'lastname': 'Santman-Berends', 'firstname': 'Inge', 'initials': 'I', 'affiliation': 'Department of Research and Development, Royal GD, P.O. Box 9, 7400 AA Deventer, The Netherlands.'}, {'lastname': 'Dijkman', 'firstname': 'Remco', 'initials': 'R', 'affiliation': 'Department of Research and Development, Royal GD, P.O. Box 9, 7400 AA Deventer, The Netherlands.'}, {'lastname': 'Vellema', 'firstname': 'Piet', 'initials': 'P', 'affiliation': 'Department of Small Ruminant Health, Royal GD, P.O. Box 9, 7400 AA Deventer, The Netherlands.'}, {'lastname': 'Dijkman', 'firstname': 'Reinie', 'initials': 'R', 'affiliation': 'Department of Small Ruminant Health, Royal GD, P.O. Box 9, 7400 AA Deventer, The Netherlands.'}, {'lastname': 'Engelen', 'firstname': 'Erik van', 'initials': 'EV', 'affiliation': 'Department of Research and Development, Royal GD, P.O. Box 9, 7400 AA Deventer, The Netherlands.'}]",,,10.3390/pathogens10091147,"Pathogens (Basel, Switzerland)","['abortion', 'accessible diagnostic toolbox', 'bacterial agents', 'caprine', 'fetal lung puncture sample', 'fetal oropharyngeal mucus sample', 'goats', 'ovine', 'sheep']",,2021-09-29,34578179,,An Accessible Diagnostic Toolbox to Detect Bacterial Causes of Ovine and Caprine Abortion.,10
,"Necrotising enterocolitis (NEC) is a devastating disease affecting preterm infants, with little improvement in mortality rates and treatment strategies in the last 30 years. Human milk oligosaccharides (HMOs) are emerging as a potential preventive therapy, with multiple protective functions postulated. Our aim is to summarise the evidence concerning the role of HMOs in NEC development and emerging strategies to tailor the delivery of HMOs to preterm infants. Most research efforts to date have focused on supplementing preterm infants with simple oligosaccharides, which are structurally different to HMOs and derived mainly from plants. Clinical trials demonstrate limited benefits for NEC prevention arising from the use of these supplements. Alternative strategies under investigation include optimising HMOs for infants receiving donor human milk, concentrating oligosaccharides from donor human milk and from animal milks, as well as more sophisticated synthetic oligosaccharide production strategies. Critically, high quality evidence to support implementation of any of these approaches in the neonatal unit is lacking. Whether it is a specific HMO alone or a combination of HMOs that exert protective effects remains to be elucidated. Further challenges include how best to manufacture and administer oligosaccharides whilst retaining bioactivity and safety, including evaluation of the long-term effects of altering the balance of HMOs and gut microbiota in preterm infants. While several human clinical trials are underway, further research is needed to understand whether a tailored approach to oligosaccharide supplementation is beneficial for preterm infants.",['Tailor Kids'],"[{'lastname': 'Abbas', 'firstname': 'Safiyyah', 'initials': 'S', 'affiliation': ""Women's and Children's Health Network, Adelaide, SA, Australia.""}, {'lastname': 'Keir', 'firstname': 'Amy K', 'initials': 'AK', 'affiliation': ""Women's and Children's Health Network, Adelaide, SA, Australia.\nSAHMRI Women and Kids, South Australian Health and Medical Research Institute, Adelaide, SA, Australia.\nAdelaide Medical School, The University of Adelaide, Adelaide, SA, Australia.\nRobinson Research Institute, The University of Adelaide, Adelaide, SA, Australia.""}, {'lastname': 'Makrides', 'firstname': 'Maria', 'initials': 'M', 'affiliation': 'SAHMRI Women and Kids, South Australian Health and Medical Research Institute, Adelaide, SA, Australia.\nRobinson Research Institute, The University of Adelaide, Adelaide, SA, Australia.'}, {'lastname': 'Klein', 'firstname': 'Laura D', 'initials': 'LD', 'affiliation': 'Business Growth and Innovation, Australian Red Cross Lifeblood, Sydney, NSW, Australia.'}, {'lastname': 'Grzeskowiak', 'firstname': 'Luke E', 'initials': 'LE', 'affiliation': 'SAHMRI Women and Kids, South Australian Health and Medical Research Institute, Adelaide, SA, Australia.\nCollege of Medicine and Public Health, Flinders University, Adelaide, SA, Australia.'}, {'lastname': 'McPhee', 'firstname': 'Andrew J', 'initials': 'AJ', 'affiliation': 'SAHMRI Women and Kids, South Australian Health and Medical Research Institute, Adelaide, SA, Australia.'}, {'lastname': 'Rumbold', 'firstname': 'Alice R', 'initials': 'AR', 'affiliation': 'SAHMRI Women and Kids, South Australian Health and Medical Research Institute, Adelaide, SA, Australia.\nAdelaide Medical School, The University of Adelaide, Adelaide, SA, Australia.\nRobinson Research Institute, The University of Adelaide, Adelaide, SA, Australia.'}]",,"Copyright © 2021 Abbas, Keir, Makrides, Klein, Grzeskowiak, McPhee and Rumbold.",10.3389/fnut.2021.702888,Frontiers in nutrition,"['breast milk', 'necrotising enterocolitis', 'neonatal nutrition', 'oligosaccharides', 'preterm (birth)', 'very low birth weight infants']",,2021-08-17,34395496,,Tailoring Human Milk Oligosaccharides to Prevent Necrotising Enterocolitis Among Preterm Infants.,10
,"Youth mental health problems are a major public health concern. Anxiety and depression are among the most common psychological difficulties. The aim of this study is to evaluate an optimized version of a promising indicated group intervention for emotional problems. The program (EMOTION Coping Kids Managing Anxiety and Depression) targets school children 8-12 years with anxious and depressive symptoms and examines three factors. Factor 1 compares the standard EMOTION intervention delivered in 16 group-based sessions (Group), versus a partially-digital EMOTION intervention (DIGGI) delivered as eight group sessions and eight digital sessions. Both versions use virtual reality technology (VR) to improve behavioral experiments. Factor 2 compares parent participation in a 5-session parent group (high involvement) versus sharing information with parents via a brochure (low involvement). Factor 3 compares the use of a measurement and feedback system (MFS) designed to help group leaders tailor the intervention using feedback from children with no MFS.
Using a cluster-randomized factorial design, 40 schools across Norway will be randomized to eight different experimental conditions based on three, two-level factors. To assess internalizing symptoms in children, children and their parents will be given self-report questionnaires pre-, post-, and one year after intervention. Parents also report on demographics, user satisfaction, personal symptoms and perception of family related factors. Teachers report on child symptoms and school functioning. Group leaders and the head of the municipal services report on implementation issues. The primary outcomes are changes in depressive and anxious symptoms. Some secondary outcomes are changes in self-esteem, quality of life, and user satisfaction. Questions regarding the consequences of the COVID-19 pandemic are included. Treatment fidelity is based on checklists from group leaders, and on user data from the participating children.
This study is a collaboration between three regional centers for child and adolescent mental health in Norway. It will provide knowledge about: (1) the effect of school-based preventive interventions on anxiety and depression in children; (2) the effect of feedback informed health systems, (3) the effect and cost of digital health interventions for children, and (4) the effect of parental involvement.",['Tailor Kids'],"[{'lastname': 'Neumer', 'firstname': 'Simon-Peter', 'initials': 'SP', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway. simon-peter.neumer@r-bup.no.\nThe Regional Centre for Child and Youth Mental Health and Child Welfare - Northern Norway, RKBU Nord UiT Norges Arktiske Universitet, 9037, Tromsø, Norway. simon-peter.neumer@r-bup.no.'}, {'lastname': 'Patras', 'firstname': 'Joshua', 'initials': 'J', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Northern Norway, RKBU Nord UiT Norges Arktiske Universitet, 9037, Tromsø, Norway.'}, {'lastname': 'Holen', 'firstname': 'Solveig', 'initials': 'S', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway.'}, {'lastname': 'Lisøy', 'firstname': 'Carina', 'initials': 'C', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway.'}, {'lastname': 'Askeland', 'firstname': 'Anne Liv', 'initials': 'AL', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway.'}, {'lastname': 'Haug', 'firstname': 'Ida Mari', 'initials': 'IM', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Northern Norway, RKBU Nord UiT Norges Arktiske Universitet, 9037, Tromsø, Norway.'}, {'lastname': 'Jeneson', 'firstname': 'Annette', 'initials': 'A', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway.'}, {'lastname': 'Wentzel-Larsen', 'firstname': 'Tore', 'initials': 'T', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway.\nNorwegian Centre for Violence and Traumatic Stress Studies, 0484, Oslo, Norway.'}, {'lastname': 'Adolfsen', 'firstname': 'Frode', 'initials': 'F', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Northern Norway, RKBU Nord UiT Norges Arktiske Universitet, 9037, Tromsø, Norway.'}, {'lastname': 'Rasmussen', 'firstname': 'Lene-Mari Potulski', 'initials': 'LP', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Northern Norway, RKBU Nord UiT Norges Arktiske Universitet, 9037, Tromsø, Norway.'}, {'lastname': 'Ingul', 'firstname': 'Jo Magne', 'initials': 'JM', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Central Norway, MTFS, Pb 8905, 7491, Trondheim, Norway.'}, {'lastname': 'Ytreland', 'firstname': 'Kristin', 'initials': 'K', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Central Norway, MTFS, Pb 8905, 7491, Trondheim, Norway.'}, {'lastname': 'Bania', 'firstname': 'Elisabeth Valmyr', 'initials': 'EV', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Central Norway, MTFS, Pb 8905, 7491, Trondheim, Norway.'}, {'lastname': 'Sund', 'firstname': 'Anne Mari', 'initials': 'AM', 'affiliation': 'The Regional Centre for Child and Youth Mental Health and Child Welfare - Central Norway, MTFS, Pb 8905, 7491, Trondheim, Norway.\nSt.Olavs Hospital, Trondheim University Hospital, Prinsesse Kristinas gate 3, 7030, Trondheim, Norway.'}, {'lastname': 'Martinsen', 'firstname': 'Kristin', 'initials': 'K', 'affiliation': 'The Center for Child and Adolescent Mental Health - Eastern and Southern Norway, Postboks 4623, 0405, Nydalen, Oslo, Norway.\nDepartment of Psychology, University of Oslo, Forskningsveien 3A, 0373, Oslo, Norway.'}]",,,10.1186/s40359-021-00581-y,BMC psychology,"['Anxiety', 'Children', 'Depression', 'Digital interventions', 'Effectiveness', 'Factorial design', 'Implementation', 'Indicated prevention', 'MFS', 'Parental involvement']",,2021-06-23,34154666,,Study protocol of a factorial trial ECHO: optimizing a group-based school intervention for children with emotional problems.,10
,"Objectives The aim of this study was to generate a conceptual framework describing which aspects of children and adolescents' lives are affected by chronic tinnitus. Design Views and experiences of 32 participants from two participant groups informed this study: (a) a tinnitus group, consisting of adults who had experienced tinnitus during childhood and/or adolescence and primary carers of children/adolescents with tinnitus, and (b) a clinicians' group, consisting of clinicians who provided care for children/adolescents with tinnitus. Participants produced statements describing aspects of children/adolescents' lives that may be affected by chronic tinnitus. Key concepts were identified through the processes of sorting the statements and rating them for degree of associated impact. Result Participants identified 118 unique aspects of the lives of children/adolescents who may be affected by chronic tinnitus. These were clustered into four concepts: (a) emotional well-being, (b) academic performances, (c) social/relationa, and (d) auditory/cognitive processing. At a group level, participants rated the impact of tinnitus as above a slight degree but below a moderate degree of impact. However, individual participant's ratings indicated a range of perceived impact for each statement. Conclusions The experience of chronic tinnitus during childhood and adolescence extends beyond the mere perception of sound. The perception of tinnitus may impact a child's emotional well-being, academic performances, social/relational, and auditory/cognitive processing. The impact of tinnitus in one aspect of a child's life may influence other aspects of their life. While at a group level, participants regarded the impact of tinnitus as ""somewhat more than mild"" to ""less than moderate""; individual participant's ratings indicate that the impact from chronic tinnitus may be highly individual and highlighted the importance of individual assessment and management. Clinically, tinnitus management during childhood and adolescence may be improved if clinicians consider the impact and manifestation of tinnitus within each child's daily life and tailor tinnitus education and management strategies accordingly.",['Tailor Kids'],"[{'lastname': 'Tegg-Quinn', 'firstname': 'Susan', 'initials': 'S', 'affiliation': 'Ear Science Institute Australia, Subiaco, Western Australia, Australia.\nEar Sciences Centre, The University of Western Australia, Nedlands, Australia.\nSchool of Human Sciences, The University of Western Australia, Nedlands, Australia.'}, {'lastname': 'Eikelboom', 'firstname': 'Robert H', 'initials': 'RH', 'affiliation': 'Ear Science Institute Australia, Subiaco, Western Australia, Australia.\nEar Sciences Centre, The University of Western Australia, Nedlands, Australia.\nDepartment of Speech-Language Pathology and Audiology, University of Pretoria, South Africa.'}, {'lastname': 'Brennan-Jones', 'firstname': 'Christopher G', 'initials': 'CG', 'affiliation': ""Ear Health Group, Telethon Kids Institute, The University of Western Australia, Nedlands, Australia.\nDivision of Paediatrics, School of Medicine, The University of Western Australia, Nedlands, Australia.\nDepartment of Audiology, Perth Children's Hospital, Western Australia, Australia.""}, {'lastname': 'Barabash', 'firstname': 'Syndon', 'initials': 'S', 'affiliation': 'Syndon Barabash, Malvern, Victoria, Australia.'}, {'lastname': 'Mulders', 'firstname': 'Wilhelmina H A M', 'initials': 'WHAM', 'affiliation': 'School of Human Sciences, The University of Western Australia, Nedlands, Australia.'}, {'lastname': 'Bennett', 'firstname': 'Rebecca J', 'initials': 'RJ', 'affiliation': 'Ear Science Institute Australia, Subiaco, Western Australia, Australia.\nEar Sciences Centre, The University of Western Australia, Nedlands, Australia.'}]",,,10.1044/2021_AJA-20-00178,American journal of audiology,[],,2021-06-18,34139128,,Reflections on How Tinnitus Impacts the Lives of Children and Adolescents.,10
