App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Learn Japanese. Speak Japanese,com.atistudios.italk.ja,Education,4.7,69193.0,"1,000,000+",1000000.0,2126031,True,0.0,USD,Varies with device,4.4 and up,ATi Studios,https://www.mondly.com,support@mondly.com,"Oct 16, 2014","Nov 01, 2020",Everyone,https://www.mondly.com/privacy,False,True,False,2021-06-16 04:13:22
Mermaids,com.coloring.mermaids,Educational,4.1,47291.0,"10,000,000+",10000000.0,34686738,True,0.0,USD,43M,4.4 and up,Coloring Games,https://www.2-monkeys.nl,info@2-monkeys.nl,"May 12, 2014","May 27, 2021",Everyone,https://www.2-monkeys.nl/privacypolicy.php,True,True,False,2021-06-16 04:13:45
Speedy English Grammar Practice: Fun ESL Exercises,com.wobblemonkey.speedygram,Education,4.7,33725.0,"1,000,000+",1000000.0,2234416,True,0.0,USD,29M,5.0 and up,Wobble Monkey English,http://www.wobblemonkey.com,support@wobblemonkey.com,"Jul 12, 2016","May 23, 2020",Everyone,http://www.wobblemonkey.com/privacy-policy-mobile-apps.php,True,True,False,2021-06-16 04:37:51
Baby Panda’s Summer: Café,com.sinyee.babybus.coffee,Educational,4.3,61382.0,"10,000,000+",10000000.0,27593053,True,0.0,USD,99M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jan 25, 2018","Apr 20, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 04:46:44
Airport Professions: Fascinating games,com.hippo.AirportProfession,Educational,4.3,54512.0,"10,000,000+",10000000.0,17064171,True,0.0,USD,112M,4.4 and up,Hippo Kids Games,http://psvgamestudio.com,report.psv@gmail.com,"Nov 10, 2017","May 17, 2021",Everyone,https://policy.psvgamestudio.com/privacy_policy_hippo_kids_games.html,True,True,False,2021-06-16 04:52:32
Bangla Dictionary Offline,com.dic.bn,Education,4.4,30196.0,"1,000,000+",1000000.0,4647259,True,0.0,USD,19M,4.1 and up,INNOVATIVE-SOFTWARE,http://innovative-apps.net,innovativeapps02@gmail.com,"Jul 6, 2014","Apr 18, 2021",Everyone,http://innovative-apps.net/privacy-policy,True,True,False,2021-06-16 04:53:50
Superstar Hair Salon,com.libii.superstarhairsalon,Educational,4.1,22073.0,"1,000,000+",1000000.0,3592155,True,0.0,USD,74M,4.4 and up,Libii,http://libii.com,wecare@libii.com,"Sep 1, 2017","Jun 10, 2021",Everyone,http://libiitech.com/?page_id=746,True,True,False,2021-06-16 04:56:13
Math Games,com.miniklerogreniyor.quiz.kids.math,Educational,4.1,62903.0,"10,000,000+",10000000.0,21487852,True,0.0,USD,3.8M,4.2 and up,Ocosys,,contact.ocosys@gmail.com,"Jul 23, 2014","Oct 15, 2019",Everyone,https://www.ocosys.com/privacy/privacy-policy.html,True,True,False,2021-06-16 04:58:58
"GK & Current Affairs 2021, Railway, SSC, IBPS",gk.currentaffairs.india,Education,4.4,31460.0,"5,000,000+",5000000.0,5144286,True,0.0,USD,8.9M,4.2 and up,Mukesh Kaushik,,mukesh.android2015@gmail.com,"May 17, 2016","Feb 18, 2021",Everyone,https://topcoaching.in/gk-privacy-policy,True,False,False,2021-06-16 05:10:26
PSC Challenger: Kerala PSC Exam App,com.pscchallengerapp,Education,4.5,27666.0,"500,000+",500000.0,529310,True,0.0,USD,29M,5.0 and up,PSC Pro,https://keralapsc.app,hello@keralapsc.app,"Apr 26, 2020","Jun 14, 2021",Everyone,https://keralapsc.app/privacy.html,False,True,False,2021-06-16 05:16:01
Super Kids Games Collection,com.kapustin.app.realflowersfree,Educational,4.1,21398.0,"1,000,000+",1000000.0,3706700,True,0.0,USD,44M,4.1 and up,Ratata - dev.ru,http://www.ratata-dev.ru,ipkapu@gmail.com,"Jul 15, 2012","May 04, 2021",Everyone,https://sites.google.com/site/ipkapu/privacypolicy,True,True,False,2021-06-16 05:20:05
Math Games for kids of all ages,com.playtic.monsternumbers,Educational,4.2,33889.0,"1,000,000+",1000000.0,2110435,True,0.0,USD,56M,5.0 and up,Didactoons,http://monsternumbers.net,info@didactoons.com,"Dec 5, 2013","Oct 19, 2020",Everyone,http://monsternumbers.net/privacypolicy/,True,True,False,2021-06-16 05:20:09
Simply Piano by JoyTunes,com.joytunes.simplypiano,Education,4.3,501831.0,"10,000,000+",10000000.0,40997929,True,0.0,USD,168M,5.0 and up,JoyTunes,https://www.joytunes.com,support@joytunes.com,"Feb 22, 2017","May 30, 2021",Everyone,https://www.joytunes.com/privacy,False,True,True,2021-06-16 05:21:16
Learn English - Language & Grammar,com.silvermoonapps.learnenglishlanguageculturelite,Education,4.6,24787.0,"1,000,000+",1000000.0,2721586,True,0.0,USD,17M,4.1 and up,LuvLingua,http://www.luvlingua.com,luvlingua@gmail.com,"Jul 27, 2014","Nov 16, 2020",Everyone,http://www.luvlingua.com/privacypolicy_en_free.html,True,False,False,2021-06-16 05:33:19
Drops: Learn German. Speak German.,com.languagedrops.drops.learn.learning.speak.language.german.words,Education,4.7,60270.0,"500,000+",500000.0,864492,True,0.0,USD,42M,4.4 and up,Language Drops,http://languagedrops.com,android@languagedrops.com,"Mar 1, 2018","Jun 03, 2021",Everyone,https://languagedrops.com/privacypolicy.html,True,True,False,2021-06-16 05:34:31
Alchemy-나만의 실험실,com.bulb.alchemy,Educational,4.2,42723.0,"1,000,000+",1000000.0,3140387,True,0.0,USD,24M,2.3.3 and up,Bulb Communications,http://www.bulbcommunications.com,bulbcommunications@gmail.com,"May 10, 2015","May 03, 2021",Everyone,http://www.bulbcommunications.com/jm/privacy.html,True,False,False,2021-06-16 05:39:39
Little Panda's Farm Story,com.sinyee.babybus.garden,Educational,4.4,86334.0,"10,000,000+",10000000.0,25623984,True,0.0,USD,63M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"May 18, 2017","Apr 20, 2021",Everyone 10+,http://en.babybus.com/index/privacyPolicy.shtml,True,False,False,2021-06-16 05:40:23
Pinkfong Baby Shark,kr.co.smartstudy.babyshark_android_googlemarket,Education,4.0,35943.0,"10,000,000+",10000000.0,32453553,True,0.0,USD,96M,4.4 and up,SMARTSTUDY PINKFONG,https://pinkfong.com,cs@smartstudy.co.kr,"Aug 31, 2016","Apr 30, 2021",Everyone,http://www.smartstudy.co.kr/privacy/,True,True,False,2021-06-16 05:43:39
My Town: After School Neighborhood Street,mytown.street.free,Educational,4.3,52819.0,"10,000,000+",10000000.0,12104693,True,0.0,USD,54M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Jul 29, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 05:49:22
Rich Girls Shopping 🛍  - Cash Register Games,com.beansprites.richgirlsclubFREE,Education,4.3,28753.0,"5,000,000+",5000000.0,9595331,True,0.0,USD,53M,4.1 and up,Beansprites LLC,http://www.beansprites.com,beansprites@gmail.com,"Oct 4, 2019","Mar 03, 2021",Everyone,http://www.beansprites.com/privacy.html,True,True,False,2021-06-16 05:51:32
Ice Queen's Beauty SPA Salon,com.hugsnhearts.android_frozen_beauty_queen,Educational,4.1,62187.0,"5,000,000+",5000000.0,8864633,True,0.0,USD,56M,4.1 and up,Hugs N Hearts,http://www.hugsnhearts.com,contact@hugsnhearts.com,"Jul 22, 2014","Mar 29, 2019",Teen,https://www.hugsnhearts.com/privacy-policy/,True,True,False,2021-06-16 06:02:39
ABCmouse.com,mobi.abcmouse.academy_goo,Education,4.1,82658.0,"10,000,000+",10000000.0,16115748,True,0.0,USD,160M,5.0 and up,"Age of Learning, Inc.",http://www.abcmouse.com,support@abcmouse.com,"Mar 6, 2014","Jun 10, 2021",Everyone,http://www.abcmouse.com/privacy,False,True,False,2021-06-16 06:06:58
"Colors for Kids, Toddlers, Babies - Learning Game",com.oki.colors,Educational,4.1,57210.0,"10,000,000+",10000000.0,29246853,True,0.0,USD,79M,4.4 and up,GoKids!,http://gokidsmobile.com/,toplinesolutionsltd@gmail.com,"Jan 21, 2014","Jun 09, 2021",Everyone,http://gokidsmobile.com/privacy-policy/,True,True,False,2021-06-16 06:11:30
Crayon Shinchan Operation Little Helper,jp.neoscorp.edu.shinchan,Education,4.0,47399.0,"5,000,000+",5000000.0,8138064,True,0.0,USD,18M,4.4 and up,neos,https://edu.neoscorp.jp/shinchan/index.html,kureshin@support.neoscorp.jp,"May 28, 2018","Oct 12, 2020",Everyone,https://edu.neoscorp.jp/shinchan/policy.html,True,True,False,2021-06-16 06:41:01
Logic Puzzle & Memory Games for Brain Training,de.softan.brainstorm,Educational,4.6,103130.0,"5,000,000+",5000000.0,9240185,True,0.0,USD,Varies with device,Varies with device,BrainSoft Apps,http://brainsoft-apps.com/,alexanderkrupenkov@gmail.com,"Sep 21, 2014","May 22, 2021",Everyone,http://brainsoft-apps.com/?page_id=1349,True,True,False,2021-06-16 06:48:55
Obenkyo,com.Obenkyo,Education,4.7,26644.0,"1,000,000+",1000000.0,1865527,True,0.0,USD,7.2M,4.0 and up,Atomusk,http://atomusk.free.fr,atomusk@live.fr,"Sep 14, 2010","Sep 25, 2018",Everyone 10+,http://obenkyo.fr/?p=556,True,False,False,2021-06-16 06:49:43
ทายอาหารไทย,com.panapp.guessthaifood,Educational,4.2,38963.0,"100,000+",100000.0,345659,True,0.0,USD,14M,4.1 and up,Best Free Aps,,bestfreeapsdev@gmail.com,"Mar 14, 2015","Apr 10, 2019",Everyone,http://bestfreeaps.com/policy.html,True,False,False,2021-06-16 06:49:55
Cars,com.color.cars,Educational,4.0,45569.0,"10,000,000+",10000000.0,25864738,True,0.0,USD,41M,4.4 and up,Coloring Games,http://www.2-monkeys.nl,info@2-monkeys.nl,"Nov 24, 2012","May 05, 2021",Everyone,https://www.2-monkeys.nl/privacypolicy.php,True,True,False,2021-06-16 06:51:06
Kids Educational Game Free,com.pescapps.gamekidsfree,Educational,4.3,39181.0,"5,000,000+",5000000.0,7516592,True,0.0,USD,26M,4.4 and up,pescAPPs,http://www.pescapps.com/,support@pescapps.com,"Dec 15, 2012","Feb 25, 2020",Everyone,http://pescapps.com/privacy,True,False,False,2021-06-16 06:51:34
Yasa Pets Village,com.yasapets.village,Educational,4.2,29717.0,"5,000,000+",5000000.0,5970110,True,0.0,USD,15M,4.1 and up,Yasa Ltd,http://www.yasapets.com,support@yasapets.com,"Mar 24, 2018","Jul 15, 2020",Everyone,https://www.yasapets.com/privacy-policy/,True,False,False,2021-06-16 07:17:10
Princess Coloring Game,com.princess.coloring,Educational,4.1,64979.0,"10,000,000+",10000000.0,34465728,True,0.0,USD,48M,4.4 and up,Coloring Games,https://www.2-monkeys.nl,info@2-monkeys.nl,"Dec 18, 2012","Apr 07, 2021",Everyone,http://www.2-monkeys.nl/policy/policy.html,True,True,False,2021-06-16 07:30:53
Supermarket: Shopping Games for Kids,com.kidgame.supermarket,Educational,4.2,133607.0,"10,000,000+",10000000.0,49124043,True,0.0,USD,55M,4.4 and up,Hippo Kids Games,http://psvgamestudio.com,report.psv@gmail.com,"Nov 18, 2015","May 31, 2021",Everyone,https://policy.psvgamestudio.com/privacy_policy_hippo_kids_games.html,True,True,False,2021-06-16 07:39:02
Learn Languages with Music,com.elasthink.lyricstraining,Education,4.8,31652.0,"1,000,000+",1000000.0,2589891,True,0.0,USD,10M,6.0 and up,LyricsTraining,https://lyricstraining.com,support@lyricstraining.com,"Sep 17, 2017","Nov 02, 2020",Everyone,https://lyricstraining.com/privacy,False,True,False,2021-06-16 07:42:15
Bini Super ABC! Preschool Learning Games for Kids!,com.binibambini.abc,Educational,4.5,91340.0,"10,000,000+",10000000.0,27319942,True,0.0,USD,82M,5.0 and up,Bini Bambini,http://teachdraw.com,feedback@binibambini.com,"Dec 8, 2017","Jun 15, 2021",Everyone,https://binibambini.com/privacy-policy/,True,True,False,2021-06-16 07:55:49
Baby Panda's Supermarket,com.sinyee.babybus.shopping,Educational,4.3,302041.0,"100,000,000+",100000000.0,108975090,True,0.0,USD,75M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Feb 19, 2016","May 14, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 08:02:18
Masha and the Bear. Games & Activities,com.edujoy.Masha.Bear,Educational,4.2,47092.0,"10,000,000+",10000000.0,26317490,True,0.0,USD,25M,4.1 and up,AppQuiz,http://www.edujoy.es,edujoy@edujoy.es,"Apr 4, 2018","May 05, 2021",Everyone,http://edujoy.es/privacy_policy.html,True,True,False,2021-06-16 08:04:49
My Town : Hotel Games for Kids,mytown.hotel.free,Educational,4.3,48765.0,"5,000,000+",5000000.0,7952621,True,0.0,USD,49M,4.4 and up,My Town Games Ltd,https://www.my-town.com,info@my-town.com,"Feb 4, 2021","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 08:12:21
Kids Preschool Puzzles (Lite),zok.android.shapes,Educational,4.0,34317.0,"5,000,000+",5000000.0,7421999,True,0.0,USD,Varies with device,4.4 and up,Intellijoy Educational Games for Kids,http://www.intellijoy.com,questions@intellijoy.com,"Aug 4, 2010","Dec 09, 2020",Everyone,http://www.intellijoy.com/privacy-policy/,True,False,False,2021-06-16 08:13:45
知識王LIVE,com.braveknight.quiz02,Educational,4.2,28900.0,"1,000,000+",1000000.0,1472781,True,0.0,USD,68M,4.1 and up,BRAVE KNIGHT,https://www.brave-knight.com/,braveknight.app+qlive+and@gmail.com,"May 20, 2017","Apr 08, 2021",Everyone,https://www.brave-knight.com/privacy/quiz-live/zh_tw/index.html,True,True,True,2021-06-16 08:17:37
Programming Hero: Coding Just Got Fun (beta),com.learnprogramming.codecamp,Education,4.8,30804.0,"500,000+",500000.0,864829,True,0.0,USD,32M,4.1 and up,"Programming, Coding, and Coding Games",http://programming-hero.com/,codinism@gmail.com,"Nov 27, 2018","Jun 03, 2021",Everyone,http://www.codinism.com/privacy.html,True,True,False,2021-06-16 08:32:00
Yasa Pets Town,com.yasapets.town,Educational,4.3,23434.0,"1,000,000+",1000000.0,3843555,True,0.0,USD,35M,4.1 and up,Yasa Ltd,http://www.yasapets.com,suppport@yasapets.com,"Jun 5, 2020","Jun 04, 2021",Everyone,https://www.yasapets.com/legal/,True,False,False,2021-06-16 08:33:55
Airport Adventure 2,com.PSVStudio.Airport2,Educational,4.4,21819.0,"5,000,000+",5000000.0,8073364,True,0.0,USD,67M,4.4 and up,Hippo Kids Games,http://psvgamestudio.com,report.psv@gmail.com,"Apr 11, 2016","Dec 04, 2020",Everyone,https://policy.psvgamestudio.com/privacy_policy_hippo_kids_games.html,True,True,False,2021-06-16 08:40:06
Like Nastya,com.likenastyagame.nastyaget,Educational,4.4,34092.0,"1,000,000+",1000000.0,1899524,True,0.0,USD,98M,4.4 and up,Like Nastya Games,http://likenastyagame.com/,likenastyahelp@gmail.com,"Dec 24, 2019","Apr 26, 2021",Everyone,http://likenastyagame.com/policy.html,True,True,False,2021-06-16 08:42:42
"Learn Italian - 15,000 Words",com.funeasylearn.italian,Education,4.6,21390.0,"1,000,000+",1000000.0,1648347,True,0.0,USD,101M,5.0 and up,FunEasyLearn,http://www.funeasylearn.com/,support@funeasylearn.com,"Oct 31, 2013","Jun 15, 2021",Everyone,https://www.funeasylearn.com/privacy,False,True,False,2021-06-16 08:45:44
Puzzle English,com.puzzleenglish.main,Education,4.7,35178.0,"1,000,000+",1000000.0,1570246,True,0.0,USD,47M,4.2 and up,PUZZLE ENGLISH TECHNOLOGIES LLC,https://puzzle-english.com/,mobile@puzzle-english.com,"Sep 9, 2015","Jun 10, 2021",Everyone 10+,https://puzzle-english.com/termsofuse-privacy-policy,False,True,False,2021-06-16 08:46:14
My Town: Preschool Game - Learn & Fun at School,mytown.preschool.free,Educational,4.2,51860.0,"10,000,000+",10000000.0,14377769,True,0.0,USD,49M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Sep 22, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 08:47:31
Little Panda Earthquake Safety,com.sinyee.babybus.earthquake,Educational,4.2,27723.0,"10,000,000+",10000000.0,19652177,True,0.0,USD,84M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Nov 2, 2016","Jun 04, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 08:49:19
"Learn Spanish, Turkish, Polish, French & more free",com.sounter.sounter,Education,4.8,29998.0,"500,000+",500000.0,980930,True,0.0,USD,36M,5.0 and up,Sounter Inc.,https://sounter.com,android@sounter.com,"Aug 16, 2018","Jun 05, 2021",Everyone 10+,https://sounter.com/en/privacy,True,True,False,2021-06-16 08:52:34
Candylocks Hair Salon - Style Cotton Candy Hair,com.tutotoons.app.candylockshairsalon.free,Educational,4.4,42559.0,"10,000,000+",10000000.0,15528187,True,0.0,USD,86M,4.4 and up,TutoTOONS,https://tutotoons.com/,support@tutotoons.com,"Aug 21, 2019","Apr 09, 2021",Everyone,https://tutotoons.com/privacy_policy/,True,False,False,2021-06-16 09:11:15
My Town: Fun Amusement Park Game for Kids - Free,mytown.amusementpark.free,Educational,4.2,29148.0,"5,000,000+",5000000.0,9061500,True,0.0,USD,55M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Sep 9, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 09:18:16
Baby Panda Care 2,com.sinyee.babybus.careII,Educational,4.1,20406.0,"10,000,000+",10000000.0,13288349,True,0.0,USD,81M,4.2 and up,BabyBus,,sinyeeandroid@gmail.com,"Sep 29, 2020","Apr 20, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 09:20:08
Halloween Makeup Me,com.libiitech.halloweenmakeup,Educational,4.2,56172.0,"5,000,000+",5000000.0,5626079,True,0.0,USD,57M,4.4 and up,Libii,http://libii.com,wecare@libii.com,"Oct 13, 2014","Mar 24, 2021",Everyone,http://libiitech.com/?page_id=746,True,True,False,2021-06-16 09:26:36
My Town : Dance School. Girls Pretend Dress Up Fun,mytown.danceschool.free,Educational,4.2,35405.0,"10,000,000+",10000000.0,11402409,True,0.0,USD,53M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Nov 29, 2019","May 17, 2021",Everyone,http://www.my-town.com/privacy-policy/,True,True,False,2021-06-16 09:30:12
Animal Sounds,net.fagames.android.playkids.animals,Education,4.6,40189.0,"5,000,000+",5000000.0,5514364,True,0.0,USD,67M,4.0.3 and up,Papumba,http://www.papumba.com,hello@papumba.com,"Dec 20, 2013","Mar 26, 2021",Everyone,https://www.iubenda.com/privacy-policy/7928093,False,True,False,2021-06-16 09:42:24
Preschool and Kindergarten Learning Games,com.kevinbradford.games.preschoolgames,Educational,4.1,26235.0,"1,000,000+",1000000.0,3211801,True,0.0,USD,84M,4.1 and up,RosiMosi LLC,http://www.rosimosi.com,help@rosimosi.com,"Mar 23, 2012","Apr 26, 2021",Everyone,http://www.rosimosi.com/privacy.html,False,True,False,2021-06-16 09:46:59
"Drops: Learn Japanese language, kanji & hiragana",com.languagedrops.drops.learn.learning.speak.language.japanese.kanji.katakana.hiragana.romaji.words,Education,4.7,125852.0,"1,000,000+",1000000.0,1911257,True,0.0,USD,42M,4.4 and up,Language Drops,http://languagedrops.com,android@languagedrops.com,"Mar 1, 2018","Jun 03, 2021",Everyone,https://languagedrops.com/privacypolicy.html,True,True,False,2021-06-16 09:51:08
My Town : School - Learning Games for Kids,mytown.school.free,Educational,4.3,46197.0,"5,000,000+",5000000.0,9381515,True,0.0,USD,50M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Dec 3, 2020","May 27, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 09:52:51
Baby Panda’s Summer: Vacation,com.sinyee.babybus.holiday,Educational,4.2,35938.0,"10,000,000+",10000000.0,26548592,True,0.0,USD,71M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jul 25, 2018","Apr 20, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 09:55:50
ABC Kids - Tracing & Phonics,com.rvappstudios.abc_kids_toddler_tracing_phonics,Educational,4.3,63013.0,"10,000,000+",10000000.0,32232188,True,0.0,USD,35M,4.4 and up,RV AppStudios,http://www.rvappstudios.com,app_support@rvappstudios.com,"Mar 3, 2016","Jun 03, 2021",Everyone,http://www.rvappstudios.com/privacy_policy_ABC.php,False,False,False,2021-06-16 10:02:13
Trip to the zoo for kids,com.kidsgamesprojects.zooforkids,Educational,4.6,62561.0,"5,000,000+",5000000.0,7308618,True,0.0,USD,42M,4.1 and up,Kids Games Projects,http://kidsgamesprojects.com,kidsgamesprojects@gmail.com,"Jan 29, 2015","Nov 03, 2020",Everyone,http://kidsgamesprojects.com/,True,False,False,2021-06-16 10:15:04
"Cuemath: Math Games, Online Classes & Learning App",com.cuelearn.cuemathapp,Education,4.5,23459.0,"1,000,000+",1000000.0,1156349,True,0.0,USD,56M,5.0 and up,Cuemath,https://www.cuemath.com/,app@cuemath.com,"Oct 11, 2019","Jun 08, 2021",Everyone,https://www.cuemath.com/privacy/,False,False,False,2021-06-16 10:17:35
"Firefighter, Fire Station & Fire Truck - Kids Game",mytown.firestation.free,Educational,4.2,33104.0,"10,000,000+",10000000.0,10134264,True,0.0,USD,55M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Nov 4, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 10:22:00
"Animals for Kids, Planet Earth Animal Sounds",net.cleverbit.LearnAnimals,Educational,4.4,20551.0,"1,000,000+",1000000.0,2623651,True,0.0,USD,47M,4.1 and up,CLEVERBIT,http://cleverbit.net,info@cleverbit.net,"Apr 15, 2013","Sep 29, 2020",Everyone,http://cleverbit.net/en/privacy-policy.htm,True,False,False,2021-06-16 10:34:42
नमस्ते इंग्लिश - English Learning Courses,com.hinkhoj.learn.english,Education,4.4,38783.0,"1,000,000+",1000000.0,3234732,True,0.0,USD,Varies with device,Varies with device,HinKhoj.com (हिंखोज.कॉम),https://namaste-english.com,support@hinkhoj.com,"Nov 6, 2015","Jun 15, 2021",Everyone,https://hinkhoj.com/privacy-policy.php,True,False,False,2021-06-16 10:47:36
"Fairy Tales ~ Children’s Books, Stories and Games",com.amayasoft.bookstorem4.en,Educational,4.5,51242.0,"1,000,000+",1000000.0,3013544,True,0.0,USD,64M,4.1 and up,Amaya Kids Play & Learn Ltd,http://www.amayakids.com,info@amayasoft.com,"Dec 5, 2014","Jan 14, 2021",Everyone,http://www.amayakids.com/privacy.html,False,True,False,2021-06-16 10:49:48
"Learn Korean - 15,000 Words",com.funeasylearn.korean,Education,4.7,27638.0,"1,000,000+",1000000.0,2388209,True,0.0,USD,102M,5.0 and up,FunEasyLearn,http://www.funeasylearn.com/,support@funeasylearn.com,"Jun 6, 2014","May 25, 2021",Everyone,https://www.funeasylearn.com/privacy,False,True,False,2021-06-16 10:52:36
Nail Salon,com.libiitech.nailsalon,Educational,4.0,65598.0,"5,000,000+",5000000.0,8661572,True,0.0,USD,81M,4.1 and up,Libii,http://libiitech.com,contact@libiitech.com,"May 24, 2013","Jul 15, 2020",Everyone,http://libiitech.com/?page_id=746,True,True,False,2021-06-16 10:59:31
Little Panda's Candy Shop,com.sinyee.babybus.candy,Educational,4.3,69454.0,"10,000,000+",10000000.0,12106363,True,0.0,USD,81M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Dec 10, 2015","May 31, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 11:02:10
Preschooler World,pl.kidsgameprojects.com.PreschoolerWorld,Educational,4.8,22049.0,"1,000,000+",1000000.0,1981076,True,0.0,USD,31M,4.1 and up,Kids Games Projects,http://kidsgamesprojects.com,kidsgameprojects@gmail.com,"Dec 29, 2014","Jun 19, 2020",Everyone,http://kidsgamesprojects.com/,True,False,False,2021-06-16 11:03:04
Princess Salon™ 2,com.mystylinglounge.android_princess_salon2,Educational,4.1,43519.0,"1,000,000+",1000000.0,4894882,True,0.0,USD,51M,4.1 and up,Salon™,http://www.salongirlgames.com,contact@mystylinglounge.com,"Oct 28, 2014","Apr 03, 2019",Teen,http://www.salongirlgames.com/privacy-policy/,True,False,False,2021-06-16 11:07:35
Bee Craft,bee.crafting.game,Educational,4.0,50057.0,"1,000,000+",1000000.0,3031767,True,0.0,USD,80M,4.1 and up,Exploration Crafting,,meigeeteam.ads@gmail.com,"May 7, 2020","Aug 11, 2020",Teen,https://sites.google.com/site/meigeetm/,True,False,False,2021-06-16 11:11:42
Learn German free for beginners,com.gonliapps.learngerman,Education,4.6,26287.0,"1,000,000+",1000000.0,2234830,True,0.0,USD,9.8M,4.1 and up,gonliapps,http://www.gonliapps.com/,gonliapps@gmail.com,"Sep 17, 2014","Apr 13, 2021",Everyone,http://www.gonliapps.com/privacy/,True,True,False,2021-06-16 11:16:32
English for Kids,com.dungelin.englishforkids,Educational,4.4,21527.0,"1,000,000+",1000000.0,3764286,True,0.0,USD,9.3M,4.1 and up,PVDApps,http://pvdapps.com,support@pvdapps.com,"Feb 3, 2013","Sep 17, 2020",Everyone,http://privacy.pvdapps.com/privacy.html,True,True,False,2021-06-16 11:19:22
Kids School - Games for Kids,com.gameimax.kidsschool,Educational,4.1,40299.0,"5,000,000+",5000000.0,6077182,True,0.0,USD,18M,4.4 and up,GameiMax,http://www.gameimax.com,gameimax.android@gmail.com,"Nov 1, 2013","Sep 12, 2020",Everyone,http://www.gameimax.com/page/privacy-policy/3/,True,False,False,2021-06-16 11:22:06
General Knowledge Quiz : World GK Quiz App,nithra.quiz,Education,4.4,38839.0,"1,000,000+",1000000.0,3417585,True,0.0,USD,12M,4.4 and up,Nithra,http://www.nithra.mobi,feedback@nithra.mobi,"Jul 31, 2014","Feb 16, 2021",Everyone,http://nithra.mobi/privacy.php,True,True,False,2021-06-16 11:24:35
Educational games for kids,com.appquiz.educational.games,Educational,4.3,45785.0,"10,000,000+",10000000.0,10792048,True,0.0,USD,34M,4.1 and up,AppQuiz,http://www.edujoy.es,edujoy@edujoy.es,"Sep 15, 2013","May 06, 2021",Everyone,http://edujoy.es/privacy_policy.html,True,True,False,2021-06-16 11:38:57
Countries of the World - Quiz Game and Learning,ru.devera.countries,Education,4.2,27307.0,"1,000,000+",1000000.0,2683456,True,0.0,USD,9.4M,4.1 and up,Canopy Solutions,,support@canopysolutions.net,"Apr 29, 2013","Mar 22, 2021",Everyone,https://canopysolutions.net/privacy/,False,False,False,2021-06-16 11:41:44
"Superbook Kids Bible, Videos & Games (Free App)",air.cbn.superbook.bible.app.android,Education,4.8,185189.0,"5,000,000+",5000000.0,7129308,True,0.0,USD,Varies with device,5.0 and up,The Christian Broadcasting Network (CBN),http://superbook.cbn.com/contact,tech@cbn.org,"May 31, 2013","Feb 26, 2021",Everyone,http://superbook.cbn.com/privacypolicy,False,False,False,2021-06-16 11:46:38
My Town: Hair Salon & Beauty Spa Game for Girls ❤️,mytown.spa.free,Educational,4.3,43683.0,"10,000,000+",10000000.0,12896425,True,0.0,USD,49M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Apr 28, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 11:49:48
