App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Description,Reviews,Learning_category,Age_range
Toca Life World: Build stories & create your world,com.tocaboca.tocalifeworld,Educational,4.3,1788412.0,"50,000,000+",50000000.0,62226365,True,0.0,USD,53M,5.0 and up,Toca Boca,https://tocaboca.com/help/,tlwsupport@tocaboca.com,"Nov 21, 2018","Jun 10, 2021",Everyone,http://tocaboca.com/privacy,True,True,False,2021-06-16 13:18:44,"Create stories and build your own world with Toca Life World. You’ll get all the fun of your other favorite Toca Life apps such as City, Vacation, Office, Hospital, and more, all together in one place. 

INTRODUCING TOCA LIFE WORLD
Want to give grandma a wild hairstyle? Bring a sloth to the Skate Park? Or just hang out with friends? If you thought it was fun to dive into a Toca Life app and do whatever you want then you were right. This is your own world where you build characters and create stories your way. Make storylines and discover that anything is possible today. 

You can even go further and create stories with your favorite characters in any location you want. Want to take a pet to School? Go for it. Take the doctor to the Salon and dye her hair green? Rock on. In Toca Life World you’re the boss. Build characters, create stories, and play the way you want.

MAKE STORYLINES, BUILD CHARACTERS & CREATE YOUR OWN WORLD - WHY YOU’LL LOVE TO PLAY TOCA LIFE WORLD

FIRST 8 LOCATIONS & 39 CHARACTERS INCLUDED
You can visit Bop City, a vibrant city area with 8 different locations for you to discover, like the hairdresser, the shopping mall and food court, or even an apartment. It’s a great start when you want to build your own world!

KEEP THE TOCA LIFE APPS YOU ALREADY HAVE
Do you already play other apps within the Toca Life series? City? Vacation? Office? Great! When you download Toca Life World, we’ll help you bring all of that stuff into the mega-app. Then you can start mixing and matching locations and characters to create heaps of new storylines. 

BUY NEW LOCATIONS AND CHARACTERS
If you want to discover more locations, that’s cool. Toca Life World has a shop where more than 100 locations, 500 characters, and 500 pets are available for purchase. With different prices from small to big, you can decide to add a little or a lot. We’ll always be updating with more locations, characters and crazy things to do.

GIFTS EVERY WEEK
Guess what? You don’t need to make purchases in the shop to get new items to add to your world. Check back every week and discover exclusive surprise gifts!

Discover exciting storylines, build characters, and don’t miss out on a moment of fun - download Toca Life World today! 

About Us:

At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 200 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.

Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: https://tocaboca.com/privacy",1660260,counting,children
Sweet Baby Girl Cleanup 5 - Messy House Makeover,com.tutotoons.app.sweetbabygirlcleanup5.free,Educational,4.1,60354.0,"10,000,000+",10000000.0,35356240,True,0.0,USD,90M,4.4 and up,TutoTOONS,http://www.tutotoons.com,support@tutotoons.com,"Jul 3, 2017","May 14, 2021",Everyone,https://tutotoons.com/privacy_policy/,True,True,False,2021-06-16 13:27:34,"Play house makeover and messy playground cleaning game for kids! Help sweet baby girl clean up & fix her messy house. Clean up the kitchen, tidy up the stinky toilet, wash the dishes, fix and design your dream playground. Feed and dress up your new pet - a little cute kitty. There are so many options for treats and makeovers! Get new toys for summer, baby house decorations and play baby girl dress up game!

Have tons of fun playing the best playground and kitchen cleaning games for kids and toddlers! Learn how to clean up your room, do laundry, clean the bathroom and wash the dishes in the kitchen. Take good care of your pet kitty - play dress up and feed yummy treats! Clean kitty's cat tower and add new toys. Make your kitty happy! Play outside the baby house - design your dream playground, clean up your puppy's doghouse, wash the car and more!

Sweet Baby Girl Cleanup 5 cleaning games for kids and clean up the house:
· NEW! Meet a new character - a little baby kitty!
· NEW! Take care of your kitty - feed and dress up! 
· NEW! Renew the cat tower! Add new toys for your kitty to play with! 
· NEW! Explore the new toy room in the house and get more toy rewards! 
· Get ready for the house and playground cleaning fun!
· Dress up sweet baby girl and design the perfect cleaning outfit!
· When the baby house is clean, decorate it and build your dream house!
· Collect new toys, fix and vacuum the bedroom!
· Wash the dishes in the kitchen, clean up the fridge!
· Make the bathroom shine - do laundry, wash the bath and clean the potty!
· Play outside - fix the swings and slide on the playground!
· Make your virtual pet puppy happy - clean up the doghouse!
· It's car wash time - wash, fix, clean up and decorate!
· Fix the swimming pool, clean the water and change the tiles!
· Level up and unlock new exciting house and gardening tools for cleaning!
· Clean the house, playground and more!

- - - - - - - - - - - - - - - - - - - - - - - -

About TutoTOONS Games for Kids
Crafted and play-tested with kids and toddlers, TutoTOONS games foster kids’ creativity and help them learn while playing the games they love. Fun and educational TutoTOONS games strive to bring meaningful and safe mobile experience to millions of children worldwide.

Important Message to Parents
This app is free to download and play, but there may be certain in-game items that can be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.

Discover More Fun with TutoTOONS!
· Subscribe to our YouTube channel: https://www.youtube.com/c/tutotoonsofficial
· Learn more about us: https://tutotoons.com
· Read our blog: https://blog.tutotoons.com
· Like us on Facebook: https://www.facebook.com/tutotoonsgames
· Follow us on Instagram: https://www.instagram.com/tutotoons/",29516,shape,babies
My Little Princess Castle - Playhouse & Girls Game,mylittleprincess.castle.free,Educational,4.3,55781.0,"10,000,000+",10000000.0,13221955,True,0.0,USD,61M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Jul 5, 2019","Jun 02, 2021",Everyone,http://www.my-town.com/privacy-policy/,True,True,False,2021-06-16 13:34:50,"Be a pretty little princess in a big castle full of fantasy and magic! Start your adventure as a Little Princess in the best princess game for girls!
From the creators of My Town home games comes a new series of dollhouse games for girls called My Little Princess! 
MY LITTLE PRINCESS CASTLE GAME FOR GIRLS
Imagine a princess castle game where your child can interact with everything! This is a perfect game for girls to create their own castle story  Play and discover a playhouse princess castle game where kids can have fun exploring all the rooms, making dinner and dressing up, decorating the terrace, and having a big party in the ballroom! Your dreams to be a princess in your own Kingdom can come true! So, what are you waiting for? Download My Little Princess Castle Game and let your kid enjoy an adventure in this children princess game!
MY LITTLE PRINCESS CASTLE GAME FOR LITTLE GIRLS FEATURES:
•	12 NEW rooms to play and discover all the fun in this Princess Castle girls game
•	New castle-themed characters – cook, witchand others. Create your own Castle story!
•	Meet the Little Princess, and her family: the King and the Queen
•	Play with friends on the same device  – multi-touch supported in this princess game for kids
•	Find a witch and prepare the magic potion – a lot of fun in My Town Home game for kids
•	Be a Little Princess and dress up the favorite clothes – the best princess games for kids
My little Princess Castle story game is a perfect game for girls who always dreamed to be a princess and live in a beautiful castle!

MY LITTLE PRINCESS CASTLE KIDS GAME – PLAY AND DISCOVER A PRINCESS CASTLE FULL OF MAGIC!
My Little Princess Castle girls game brings all the magic, fantasy, and fun for your kid! Experience true princess life and explore a castle full of magic! Would you like to drink tea with King and Queen ? Or maybe to visit your Kingdom flying with the Balloon? Everything is possible in these dollhouse games for girls! All you need is your finger and imagination! Little Princess is hungry? Just go to the kitchen find a chef and get some yummy food! There's always something delicious prepared in the kitchen in this amazing game for girls!

PRINCESS GAME FOR KIDS – GAME FOR LITTLE GIRLS
Could you find a clue on the window that led to any secrets? Play and discover Little Princess castle game mystery! Search for precious crystals in this adventure girls game and help the castle witch to make a magic potion! 
Finally, a game for little girls where they can be creative and use their imagination to have fun!
PRINCESS CASTLE GAMES – HOUSE GAMES FOR KIDS
My little princess dollhouse games have everything that kids love. Try why we are one of the best little girl games where your kid can play and discover their own castle story and be a beautiful princess! There are no rules in these My Little Princes games for kids! Our mission is to create games for little girls where they can have pure imaginative fun! Your little ones will have a blast playing all My Town Home Games - amazing digital dollhouse games for kids!
Recommended Age
This princess game for kids is suitable for girls of all ages. Our girls games are safe to play and full of creativity. This castle dollhouse game can be played alone or with friends.
MY TOWN GAMES – WE MAKE GAMES THAT KIDS WANT TO PLAY
My Town Games team mission is to create games for kids that will help little ones to get entertained and to learn new things.
About My Town & My Little Princess
The My Town Games studio designs digital dollhouse games for kids to promote creativity and open-ended pretend play for children. The My Little Princess Series offers playful experiences specifically designed for girls. My Town games company has offices in Israel, Spain, Romania, and the Philippines. For more information, visit www.my-town.com",37444,creativity,children
Baby Panda’s Color Mixing Studio,com.sinyee.babybus.magichouse,Educational,4.1,57084.0,"10,000,000+",10000000.0,29420508,True,0.0,USD,53M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Dec 7, 2012","Jun 04, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 14:48:42,"The naughty rat is so greedy who intents to rob our girl panda Miumiu’s lollipop! Miumiu was scared. She started to run away and barged into baby panda’s color mixing studio where kids can find various colored paint and magic potion. Let your toddlers put their color mixing knowledge to hide the cute girl panda and her candy from the rat!

Be a painter! Be an artist! Save the candy! save the girl panda! Playing and color mixing is easy and fun!

♥  Fun Learning: Problem solving and color recognition in a fun exciting environment!
♥  Simple Gameplay: It’s an easy color mixing games for kids. 
♥  Helping option: Option to get the guideline in this toddler coloring game
♥  Cool Graphics: Graphics are designed as per kids focus. 
♥  Captivating Characters: Kids will fall in love with the delightful characters!

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",18224,creativity,children
My Town : Best Friends' House games for kids,mytown.friendshouse.free,Educational,4.2,74374.0,"10,000,000+",10000000.0,11860115,True,0.0,USD,50M,4.4 and up,My Town Games Ltd,https://www.my-town.com,info@my-town.com,"Jan 14, 2021","May 26, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-15 20:44:18,"What is more fun than spending the day with your best friends? In My Town : Best Friends' House you get to play with your best friends in their house! You can play mini games, explore their room and check out all their fun toys, find the secret drawer and there are even extra beds so you can have a sleepover! Listen to music and take a photo with your friends in their room. And, you’re in luck, your best friends' mom and dad are cooking dinner! They can cook for you and your family in their kitchen or they might even treat you to a BBQ in their backyard! Do you want to play golf? Your best friends' house just might be the only time you’re allowed to play miniature golf INSIDE the house! Do you like pets? Play with friends’ cat and dog! These are fun mini games for kids!
No matter which area of the house you choose to explore, there are HOURS of fun ahead!

FEATURES
* New Characters - such as mom, dad, baby, friends, brother, sister or pets such as cat and dog.
* If you are just starting out with My Town, no worries! You can create your own characters inside My Town : Best Friends' House games for kids.
* Play golf, take a photo, listen to music, play with your cat and  dog, and play with   friends!
* The ability to save your progress and pick up where you left off next time you open the app.
* Multi-touch Feature: Play with friends and family on the same device! Games for kids!
If you can imagine it, you can make it. Everything is possible in My Town : Best Friends' House games for kids!

RECOMMENDED AGE GROUP
Kids 4-12: My Town games are safe to play even when parents are out of the room. 

TELL US WHAT YOU THINK!
You can easily contact us on Facebook or Twitter at any time to let us know what you would like changed or added. Maybe you’ve come up with a new My Town game all on your own – let us know! We promise to read all messages and reply. We love to hear YOUR ideas, so please connect with us! 

ABOUT MY TOWN
The My Town Games studio designs digital dollhouse-like games that promote creativity and open-ended play for your children all over the world. Loved by children and parents alike, My Town games introduce environments and experiences for hours of imaginative play. The company has offices in Israel, Spain, Romania and the Philippines. For more information, please visit www.my-town.com",44991,food,children
My Town : Grandparents Play home Fun Life Game,mytown.grandparents.free,Educational,4.3,59451.0,"10,000,000+",10000000.0,10433308,True,0.0,USD,53M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Dec 23, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-15 20:55:17,"My Town: Grandparents includes safe and fun educational games for kids about daily life and housekeeping. My Town: Grandparents is a digital version of a classical toy doll house. Laugh with your virtual family, plant plants, clean up, dress up, and discover the My Town: Grandparents doll house.
It’s always a fun day when you get to visit your My Town Granny and Grandpa! How fun to check out where your dad grew up and explore his old room! Do it yourself wood-carving with Grandpa and we know it’s always fun to cook something homemade with Granny.

There are so many stories for your children to make up in My Town: Grandparents. Let them show you all the souvenirs their Granny and Grandpa brought back from their Africa vacation, or let them learn about gardening by spending time outside with Granny. Spend quality time with your virtual family.

FEATURES
⦁ 9 exciting places to explore, including a garden where you and your Granny will enjoy gardening with more than 20 different flowers and vegetables, Do it yourself wood-carving with Grandpa and discover dad’s childhood bedroom!
⦁ You can play with 14 new characters and new clothes are also available - how fun to meet Dad’s best friend and chat with Grandpa’s neighbors!
⦁ You can go into the kitchen and eat something delicious homemade and you will learn how to make an omelet.
⦁ If you can imagine it, you can make it. Everything is possible with Granny and Grandpa.
⦁ Digital version of a classical toy doll house.
⦁ Safe and fun educational games for kids about daily life and housekeeping.

RECOMMENDED AGE GROUP
Kids 4-12: My Town games are safe to play even when parents are out of the room.

ABOUT MY TOWN
The My Town Games studio designs digital doll house games that promote creativity and open ended play for your children all over the world. Loved by children and parents alike, My Town games introduce environments and experiences for hours of imaginative play. The company has offices in Israel, Spain, Romania, and the Philippines. For more information, please visit www.my-town.com",959,science,children
Baby Panda’s Ice Cream Shop,com.sinyee.babybus.drinks,Educational,4.3,143035.0,"50,000,000+",50000000.0,52253130,True,0.0,USD,68M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jun 24, 2016","May 21, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:27:00,"Summer is the most loved and hottest season. Children really love ice cream, popsicles, smoothies... in the summer - especially at the beach. Baby Panda’s Ice Cream Shop is now open in a beautiful seaside resort. Spend your summer at the beach with baby panda Miumiu and her friends. Manage your own ice cream shop and make your customers happy!

Create Your Own Ice Cream
Baby Panda’s Ice Cream Shop offers more than 10 flavors of supper creamy, smooth ice cream. Squeeze your favorite flavors into crispy waffle cones or put scooped ice cream ball into a glass bowl. Then add adorable decorations and toppings. The cool sweetness of ice cream combined with the crispy ice cream cone makes for the perfect summer treats!

Customize Your Menu
Baby Panda’s Ice Cream Shop do more than just ice cream cones. Try other recipes including smoothies, popsicles, juice and more! Ask your little customers what they want and serve it up to your little friends, they would love it! 

Join the Baby Panda’s Ice Cream Shop and create your favorite ice cream, popsicles, smoothies and more during the summertime!
 
Features:
- More than 30 decorations for you to choose;
- More than 10 favors and fruits; 
- Cute and fun animations and sound effects;
- Your favorite characters and animals;
- Learn everything about ice cream and smoothies! 
- Kid-friendly interface.

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",69946,counting,babies
Tailor Kids,com.bubadu.tailorkids,Educational,4.3,75445.0,"10,000,000+",10000000.0,13694145,True,0.0,USD,20M,4.1 and up,FM by Bubadu,http://www.bubadu.com,support@bubadu.com,"Oct 23, 2014","Apr 14, 2021",Everyone,http://www.bubadu.com/privacy-policy.shtml,True,True,False,2021-06-15 21:33:52,"Enter the world of fashion, style and design by working in a proper salon of dressmaking. You can meet your customers’ needs there and improve their looks by stylish makeovers.

Enjoy your time with lovely kids who come to your new fashion boutique to fulfill their various wishes concerning fashion. You can make them happy by creating stylish new clothes like a real fashion designer! You will be able to design all sorts of colorful dresses, blazers, sweaters, skirts, shorts, t-shirts and trousers.

At first, you have to choose quality fabric from a palette of colors. Then, use the puffing iron machine to remove all creases from the fabric. Now it is ready to scissor your cut. Set a cut so that you won't have problems later when sewing. Pins and buttons will fly all over the place. Catch as many of them as possible. 

Select your favorite thread and turn the sewing machine on. Direct it carefully so that you won't break a needle. When your lovely piece of clothing is designed you can decorate it with colorful accessories, embellishments, pockets, buttons, stickers and collars.

Features:
• appropriate for girls and boys
• easy gameplay and user friendly interface
• beautiful HD graphics
• free your creativity and imagination
• improve your skills

This game is free to play but certain in-game items and features, also some of those mentioned in game description, may require payment via in-app purchases which cost real money. Please check your device settings for more detailed options regarding in-app purchases.

The game contains advertising for Bubadu’s products or some third parties which will redirect users to our or third-party site or app.

This game is certified compliant with the Children’s Online Privacy Protection Act (COPPA) by FTC approved COPPA safe harbor PRIVO. If you would like to know more about the measures we have in place for protecting child privacy please see our policies here: https://bubadu.com/privacy-policy.shtml .

Terms of service: https://bubadu.com/tos.shtml",23238,creativity,children
Little Panda's Restaurant,com.sinyee.babybus.restaurant,Educational,4.4,180330.0,"50,000,000+",50000000.0,57315206,True,0.0,USD,71M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jan 13, 2017","May 31, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:40:53,"The crispy chocolate cookies attracted many diners to the Little Panda’s Restaurant. Just one bite they will never forget it’s taste! Wanna be a world-class chef? Start right here! Get creative and cook the most delicious desserts and dishes that you don’t usually see every day! 

INTERNATIONAL MENU
The menu of Little Panda’s Restaurant illustrates over 20 desserts and dishes from different cultures including barbecue, spring roll, chocolate cookies, sandwich, sushi, cheesecake, and more! Here, you can unleash your cooking talent and make dishes whatever you want! 

COOKING FUN
The dishes in Little Panda’s Restaurant are extremely easy to cook. Pick any ingredient and cook it in your own way. Slice, mix, boil, fry or bake in a simple touch! Express your cooking creativity and discover your passion for food here!

RESTAURANT SERVING
Learn to run your own restaurant, introduce special dishes to your diners, serve their order as they want! Help others and earn coins to unlock more dishes and desserts!

FEATURES:
- Wide variety of recipes to choose from! 
- Beef, mushroom, eggs...mix and match to satisfy your guests.
- Wok, blender, oven... little panda’s restaurant has all the equipment you need. 
- Chili powder, seafood sauce...various seasonings to stimulate your taste buds. 
- Manage restaurant, serve the dish to make money and level up to unlock more dishes!

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",97645,food,babies
Little Panda's Chinese Recipes,com.sinyee.babybus.food,Educational,4.3,131616.0,"50,000,000+",50000000.0,52670537,True,0.0,USD,137M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Dec 23, 2015","Apr 20, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:52:53,"The guest has placed the order. Dear little chef, please start cooking according to your guest's order! 

NOODLES
Mix flour and water. Stir the mixture and make a dough. Start the noodle machine and make noodles. Now, boil the noodles, add spices, and serve with meat and eggs. The delicious Chinese noodles are ready! 

DUMPLINGS 
The guest would like some colored dumplings? No problem! Tomato juice, carrot juice...there are 5 kind of vegetable juices available. Pour the juices into the dough and make colored dumplings. You can even add chili when you boil the dumplings! 

TOFU
Soak the soybeans and boil the soy milk. Pour it into a container, press into shape with a stone, and the tofu is ready. How do you want to cook it? Stir-fry, chilled with sauce, or make soup? It's up to you! 

HOT POT 
Hey, do you know how many ingredients there are for hot pot? Mushroom, beef...and of course there are lobster and meatballs! Select the ingredients you like. Wash them and put into the soup. Spicy hot pot is ready! 

The tasty Chinese cuisine are all ready. Don't keep the guests waiting. Please serve the dishes on time! 

FEATURES: 
- Cook 6 kinds of Chinese dishes: noodles, dumplings, tofu, hot pot, sugar-coated haws, and roast duck. 
- 25 kinds of ingredients: beef, eggs, carrots, bananas, oranges, and more. 
- 6 methods of cooking: fry, boil, stir-fry, instant-boil, stir and mix, and roast. 
- 5 kinds of spices: oil, salt, essence of chicken, sauce, soy sauce.

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",1260,food,babies
Kpopsies - Hatch Your Unicorn Idol,com.tutotoons.app.kpopsiescuteunicornpets,Educational,4.2,51487.0,"10,000,000+",10000000.0,18524636,True,0.0,USD,63M,4.4 and up,TutoTOONS,https://www.tutotoons.com,support@tutotoons.com,"Oct 7, 2020","Feb 19, 2021",Everyone,https://tutotoons.com/privacy_policy/embeded,True,True,False,2021-06-15 22:34:24,"<b>NEW! Dress up your unicorn pets in cool accessories!</b>

Think a unicorn is cute? Make it even cuter! Choose a pet to dress up, change the eye color and shape, and pick cute accessories. Express your style with cool glasses, sparkly earrings, adorable hoofs, cute collars, and more! Stylish!

<b>Collect Virtual Pets</b>

Meet Kpopsies - your virtual unicorn pop idols! Hatch colorful eggs and collect all the cute baby unicorn pets. Merge them to get new surprise eggs, take care, feed, and fill the house with cute baby ponies!

<b>Virtual Pet Care</b>

When a baby unicorn hatches, it wants to eat! Feed a bottle to help your cute baby pet grow up, bathe, feed, play with, and put to bed when tired! Collect all eggs and hatch adorable virtual pet idols!

<b>Fun Mini Games</b>

Play cool mini games with your virtual pet babies! Jump clouds to collect coins, color cute pictures, shoot hoops and show off your moves in a cool dance battle! Have fun!

Can you collect all the cute virtual unicorn pets? Hatch all surprise eggs to find out!

Download to play Kpopsies - a cute new game by the creators of Fluvsies and Smolsies now!

- - - - - - - - - - - - - - - - - - - - - - - -

About TutoTOONS Games for Kids
Crafted and play-tested with kids and toddlers, TutoTOONS games foster kids’ creativity and help them learn while playing the games they love. Fun and educational TutoTOONS games strive to bring meaningful and safe mobile experience to millions of children worldwide.

Important Message to Parents
This app is free to download and play, but there may be certain in-game items that can be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.

Discover More Fun with TutoTOONS!
· Subscribe to our YouTube channel: https://www.youtube.com/c/tutotoonsofficial
· Learn more about us: https://tutotoons.com
· Read our blog: https://blog.tutotoons.com
· Like us on Facebook: https://www.facebook.com/tutotoonsgames
· Follow us on Instagram: https://www.instagram.com/tutotoons/",30171,creativity,babies
"Math Games, Learn Add, Subtract, Multiply & Divide",com.GamesForKids.Mathgames.MultiplicationTables,Educational,4.4,204448.0,"10,000,000+",10000000.0,43907617,True,0.0,USD,9.2M,4.1 and up,GunjanApps Studios,http://gunjanappstudios.com/,support@gunjanappstudios.com,"Nov 24, 2017","Jun 02, 2021",Everyone,http://gunjanappstudios.com/privacy-policy/,True,True,False,2021-06-15 22:57:24,"★★★ #1 Math App on Google Play ★★★
★★★ More than 45 Million downloads ★★★

Free Math Games for everyone from kids to adults. Best maths practice game to train your brain & is designed for all ages including kids, girls and boys, adults including parents and grandparents. Kid's math is the smallest in size maths App on Google Play! Easiest multiplication and division games with Addition and Subtraction games all in one app. Increase your brain power with an excellent educational game for learning mathematics for kids and adults of all ages. Math games free with an xtra math for 1st grade, 2nd grade, 3rd grade, 4th grade, 5th grade, or 6th grade and of course, any teenager or adult who is interested in training their brain and improving their math skills! 

Math Games Languages: English, Spanish, German, Italian, Portuguese, French, Russian, Indonesian, Malay, Vietnamese, Japanese, Korean, Hindi, Bengali & Ukrainian

Math Games Features :
- Addition games: Adding numbers with Quiz and Practice games
- Subtraction games: Subtracting numbers to solve the equations
- Multiplication games: Multiplication tables learning and duel play mode
- Division games: Practice and learn Division tables in new Math app
- Exponential and square root: counting math puzzles for kids and adults
- Fractions: Basic arithmetic to fraction addition, subtraction & multiplication for kids and adults
- Dual Mode: Split-screen interface for two players with endless math worksheets
- Multiply number game: children learn math skills and multiplication tables
- Cool Maths games, math puzzles, brain teasers, and brain math puzzles all in one
- Maths Times Tables along with Fun adding, subtracting, multiplying and dividing
- Math classic 15 Puzzle, Sudoku and more math exercises for brain
- NEW Online Multiplayer math game

Each category has different play modes to improve math skills - Play, Learn, Quiz, Practice, Duel and Test. Math games for kids can be Educational Learning for kids or brain training app for Adults. Basic and simple Math Game of addition, subtraction, multiplication and division with colorful worksheets. Each set of worksheet shows a score after completion.

Mathematical calculations to play and practice with simple addition, subtraction, multiplication and division. Now download and play Math games for free on android ! Improve your mathematics skills or learn counting numbers. The games are so simple and easy even the youngest kids can play it. Math Games - Addition, Subtraction, Multiplication & Division, can name it xtra math as well.

Fun addition and subtraction games with multiplication tables, designed for all smartphones and tablets, no internet connection needed. Including Times Tables Multiplications and Division. With this educational app, parents, teachers and educators can help children to learn faster. This Math Genius game is a fun game designed mainly around the topics of addition, subtraction, multiplication and division. Cool math games to play & challenge your friend and have xtra math fun. We keep on adding new math game for kids in 1st grade, 2nd grade, 3rd grade, 4th grade, and 5th grade.

Download our Quick Brain Mathematics game now from Google Play and share this amazing game to practice maths game & Exercises for the brain. ➕ Addition, ➖ Subtraction, ✖️ Multiplication , ➗ Division",120809,counting,children
Moonzy. Kids Mini-Games,com.PSVStudio.LuntikMinigames,Educational,4.3,70688.0,"10,000,000+",10000000.0,11111154,True,0.0,USD,57M,4.4 and up,Лунтик Moonzy Барбоскины,http://psvgamestudio.com,report.psv@gmail.com,"Aug 7, 2015","Dec 24, 2020",Everyone,https://policy.psvgamestudio.com/privacy_policy_luntik.html,True,True,False,2021-06-15 23:16:14,"New educational mini-games with Moonzy (Luntik) and his friends!

This game contains 9 educational mini-games for kids:

1 - Connect the Dots
On the screen shows one of the funny heroes of cartoon Moonzy and his friends and disappears, a child needs to cut around the image, connect all stars. When the task is done - you will see a new picture with Luntik and his friends. 

2 - Coloring
For some time, appears a coloring cartoon hero and then he disappeared all colors. You need to coloring the Luntik cartoon hero as he was coloring before. If in the course of the game you have any difficulty, use the hint, for this click the button ""?""

3 - Mixing colors
Moonzy have bucket of paint, help him to create the exact same color. You must mixing colors. Add additional paint in an empty bucket, mixing colors and see what color you get. Fascinating educational mini-game for kids in which the child learns by mixing different colors to create the desired color.

4 - Pairs
The classic game of ""Pairs"". Game rules are very simple: on the screen shows all pictures for a while and then the pictures appear flipped, your task is to look for a pair of images, when they opened two identical pictures - they disappear. And so it is necessary to find all pairs. With each level of complexity increases. Try our pairs with funny Luntik.

5 - Mosaic
The screen shows image and disappears. The kids must repeat the pattern, put it out of colored mosaics. For tips, click on the button ""?""

6 - Picture scratch
Game for the youngest - picture scratch. On the hidden image, to see what is shown in the picture - it is necessary to scratch the layer that hides it.

7 - Puzzles ""Association""
Logic game for children from 2 years. In this game the child must be properly decomposed images into place using associative intuition. Available 3 types of games: decomposed images by color, by patterns or figures. The game is very interesting, although it is more difficult than others.

8 - 3D Puzzles.
Collect exciting 3D puzzles that consist of 3D blocks. Rotate the blocks in different directions so as to obtain the desired picture.

9 - Merry tunes.
Musical games for kids. In this mini game you need to collect the classic tunes from the smaller segments. On the playing field of the tunes are arranged. Listen to each part separately and assemble the famous tune.

At the beginning of the game is available 3 mini-games, for each completed assignment you get 10 coins. To open the 4 game should gather up 100 coins, 5 - 150 Coins, 6 - 200 coins, 7 - 300 coins etc.

All mini-games contain a lot of funny heroes of cartoon Moonzy and his friends. Cheerful atmosphere and good mood you and your child are provided.

Enjoy the new game ""Moonzy. Kids mini-games""",18132,creativity,children
